TOA,2022-04-29,29.00,29.00,28.75,363663,28.75
TOG,2022-04-29,10.10,10.20,9.80,1889256,9.85
TOP,2022-04-29,56.50,57.00,55.75,15794893,56.00
TPIPL,2022-04-29,1.50,1.52,1.50,19537294,1.51
TPIPP,2022-04-29,3.82,3.82,3.80,1815030,3.80
TQM,2022-04-29,49.75,49.75,47.50,11850779,48.00
TQR,2022-04-29,13.40,13.90,13.30,102492872,13.80
TR,2022-04-29,48.25,48.25,47.50,15901,48.00
TRUE,2022-04-29,4.82,4.84,4.82,26275845,4.82
TSE,2022-04-29,2.30,2.32,2.26,3553615,2.28
TSTH,2022-04-29,1.41,1.44,1.41,4348573,1.44
TTA,2022-04-29,9.70,9.75,9.60,11767387,9.70
TTB,2022-04-29,1.30,1.31,1.29,224438601,1.30
TTCL,2022-04-29,4.72,4.74,4.70,991683,4.72
TTLPF,2022-04-29,22.60,22.60,22.50,936,22.50
TTW,2022-04-29,11.00,11.10,11.00,6667799,11.00
TU,2022-04-29,16.90,17.00,16.80,11919693,17.00
TVI,2022-04-29,19.50,20.30,19.10,4500116,19.20
TVO,2022-04-29,32.25,32.50,32.00,1731584,32.25
TYCN,2022-04-29,3.48,3.58,3.48,14501,3.50
U,2022-04-29,1.72,1.75,1.72,16152980,1.73
UAC,2022-04-29,5.75,5.85,5.70,979887,5.70
UPOIC,2022-04-29,9.30,9.30,8.55,1378934,8.55
UTP,2022-04-29,16.80,17.20,16.50,2127265,16.60
UVAN,2022-04-29,9.75,10.00,9.60,4318774,9.80
VGI,2022-04-29,4.96,5.00,4.96,15787062,4.98
VIBHA,2022-04-29,2.54,2.60,2.54,11006663,2.58
VIH,2022-04-29,9.80,9.95,9.80,753949,9.90
VNG,2022-04-29,8.15,8.20,8.05,1177044,8.15
WACOAL,2022-04-29,35.00,35.00,35.00,200,35.00
WHA,2022-04-29,3.36,3.40,3.34,31039960,3.36
WHART,2022-04-29,10.90,11.00,10.80,1711815,11.00
WHAUP,2022-04-29,4.10,4.10,4.04,10187862,4.06
WICE,2022-04-29,19.00,19.50,18.80,7959583,19.40
WIIK,2022-04-29,2.16,2.16,2.14,826400,2.16
WORK,2022-04-29,31.25,31.75,30.75,1357973,31.25
YUASA,2022-04-29,14.70,14.70,14.70,800,14.70
